sample	name	start	end	length	missing_sites	depth_median	depth_mean	depth_min	depth_max	cov_perc_1.0x	cov_perc_2.0x	cov_perc_8.0x	cov_perc_10.0x	cov_perc_25.0x	cov_perc_30.0x	cov_perc_40.0x	cov_perc_50.0x	cov_perc_100.0x
mz476b	locus_779846_780415	779846	780415	570	0	313.0	296.2	86	323	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.6
mz476b	locus_887018_887608	887018	887608	591	0	225.0	194.9	47	233	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.8	93.2
mz476b	locus_415556_416118	415556	416118	563	0	251.0	234.4	60	256	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.6
mz476b	locus_453934_454455	453934	454455	522	0	489.0	476.0	242	501	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476b	locus_460040_460587	460040	460587	548	0	648.0	602.6	159	661	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476b	locus_489164_489714	489164	489714	551	0	304.0	284.2	109	313	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476b	locus_500506_501029	500506	501029	524	0	443.0	422.1	142	455	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476b	locus_507770_508319	507770	508319	550	0	541.5	494.9	148	560	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476b	locus_513029_513562	513029	513562	534	0	594.0	580.3	322	607	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476b	locus_528510_529115	528510	529115	606	0	474.0	456.3	206	486	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476b	locus_547326_547881	547326	547881	556	0	630.0	617.8	227	644	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476b	locus_574423_574941	574423	574941	519	0	331.0	311.2	110	338	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476b	locus_582766_583314	582766	583314	549	0	664.0	632.9	284	679	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476b	locus_47737_48286	47737	48286	550	0	204.0	197.7	73	209	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.3
mz476b	locus_619683_620217	619683	620217	535	0	385.0	374.3	155	394	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476b	locus_623085_623666	623085	623666	582	0	414.5	390.0	185	431	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476b	locus_656560_657095	656560	657095	536	0	365.0	348.3	119	374	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476b	locus_669846_670422	669846	670422	577	0	383.0	372.4	195	395	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476b	locus_670741_671255	670741	671255	515	0	274.0	263.8	89	281	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.6
mz476b	locus_708212_708840	708212	708840	629	0	556.0	518.5	242	570	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476b	locus_60976_61551	60976	61551	576	0	89.0	86.5	19	95	100.0	100.0	100.0	100.0	99.7	99.7	99.7	99.7	0.0
mz476b	locus_772599_773182	772599	773182	584	0	220.0	213.9	74	224	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.5
mz476b	locus_6272_6851	6272	6851	580	0	267.0	239.4	64	274	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.7
mz476b	locus_858336_858869	858336	858869	534	0	403.0	385.5	112	412	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476b	locus_873851_874387	873851	874387	537	0	358.0	352.2	137	366	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476b	locus_884017_884576	884017	884576	560	0	301.0	285.7	109	309	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476b	locus_890076_890675	890076	890675	600	0	312.0	271.6	72	320	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.7
mz476b	locus_915022_915600	915022	915600	579	0	823.0	800.8	266	839	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476b	locus_915797_916386	915797	916386	590	0	576.0	554.7	177	586	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476b	locus_955414_955954	955414	955954	541	0	672.0	648.7	333	691	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476b	locus_1009874_1010467	1009874	1010467	594	0	256.0	245.2	111	263	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476b	locus_1019579_1020141	1019579	1020141	563	0	82.0	78.6	22	85	100.0	100.0	100.0	100.0	99.6	99.6	99.3	97.3	0.0
mz476b	locus_1034458_1035080	1034458	1035080	623	0	521.0	486.5	148	532	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476b	locus_1040128_1040684	1040128	1040684	557	0	309.0	293.2	108	315	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476b	locus_1042114_1042700	1042114	1042700	587	0	382.0	368.9	149	398	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476b	locus_1049123_1049684	1049123	1049684	562	0	173.0	168.8	49	178	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.6	99.6
mz476b	locus_1050866_1051481	1050866	1051481	616	0	540.0	517.1	221	555	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476b	locus_1054544_1055118	1054544	1055118	575	0	548.0	524.5	211	563	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476b	locus_1057344_1057902	1057344	1057902	559	0	1301.0	1252.1	398	1324	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476b	locus_1072022_1072555	1072022	1072555	534	0	628.0	608.1	266	644	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476b	locus_1104604_1105171	1104604	1105171	568	0	513.0	484.3	99	526	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.8
mz476b	locus_6906_7492	6906	7492	587	0	274.0	270.6	103	289	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476b	locus_1128360_1128924	1128360	1128924	565	0	429.0	404.2	124	437	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476b	locus_1130248_1130844	1130248	1130844	597	0	271.0	244.2	67	280	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.7
mz476b	locus_101570_102137	101570	102137	568	0	391.0	351.9	81	400	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.6
mz476b	locus_106712_107310	106712	107310	599	0	303.0	294.3	145	316	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476b	locus_19650_20166	19650	20166	517	0	349.0	340.4	175	356	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476b	locus_189605_190127	189605	190127	523	0	283.0	279.6	110	289	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476b	locus_214607_215181	214607	215181	575	0	163.0	160.5	69	168	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.7
mz476b	locus_20302_20892	20302	20892	591	0	155.0	144.1	30	170	100.0	100.0	100.0	100.0	100.0	100.0	99.7	99.7	87.1
mz476b	locus_244634_245243	244634	245243	610	0	305.5	266.4	51	327	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	97.0
mz476b	locus_253222_253808	253222	253808	587	0	338.0	304.3	117	347	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476b	locus_254023_254581	254023	254581	559	0	128.0	126.1	52	137	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.6
mz476b	locus_264813_265405	264813	265405	593	0	807.0	792.0	376	819	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
