sample	name	start	end	length	missing_sites	depth_median	depth_mean	depth_min	depth_max	cov_perc_1.0x	cov_perc_2.0x	cov_perc_8.0x	cov_perc_10.0x	cov_perc_25.0x	cov_perc_30.0x	cov_perc_40.0x	cov_perc_50.0x	cov_perc_100.0x
mz454b	locus_779846_780415	779846	780415	570	0	165.0	155.8	48	171	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.6	97.0
mz454b	locus_887018_887608	887018	887608	591	0	124.0	108.9	26	132	100.0	100.0	100.0	100.0	100.0	99.7	99.7	97.1	76.5
mz454b	locus_415556_416118	415556	416118	563	0	98.0	90.4	19	100	100.0	100.0	100.0	100.0	99.6	99.6	99.6	96.6	25.8
mz454b	locus_453934_454455	453934	454455	522	0	328.0	321.2	181	343	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz454b	locus_460040_460587	460040	460587	548	0	336.0	308.6	60	343	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.6
mz454b	locus_489164_489714	489164	489714	551	0	205.0	187.9	72	212	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	97.5
mz454b	locus_500506_501029	500506	501029	524	0	282.0	267.8	83	291	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.6
mz454b	locus_507770_508319	507770	508319	550	0	265.0	240.9	66	277	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	95.8
mz454b	locus_513029_513562	513029	513562	534	0	123.0	120.8	67	126	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	97.8
mz454b	locus_528510_529115	528510	529115	606	0	240.0	229.9	105	247	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz454b	locus_547326_547881	547326	547881	556	0	309.0	304.0	109	319	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz454b	locus_574423_574941	574423	574941	519	0	297.0	278.6	104	305	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz454b	locus_582766_583314	582766	583314	549	0	520.0	494.8	263	536	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz454b	locus_47737_48286	47737	48286	550	0	120.0	115.1	36	121	100.0	100.0	100.0	100.0	100.0	100.0	99.6	99.5	90.5
mz454b	locus_619683_620217	619683	620217	535	0	213.0	205.4	85	217	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.6
mz454b	locus_623085_623666	623085	623666	582	0	271.0	251.6	124	281	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz454b	locus_656560_657095	656560	657095	536	0	174.0	164.8	54	178	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.6
mz454b	locus_669846_670422	669846	670422	577	0	213.0	206.9	104	220	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz454b	locus_670741_671255	670741	671255	515	0	153.0	147.0	42	156	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.6	96.9
mz454b	locus_708212_708840	708212	708840	629	0	306.0	281.4	107	317	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz454b	locus_60976_61551	60976	61551	576	0	39.0	38.0	11	41	100.0	100.0	100.0	100.0	99.7	99.5	21.2	0.0	0.0
mz454b	locus_772599_773182	772599	773182	584	0	123.0	119.8	38	126	100.0	100.0	100.0	100.0	100.0	100.0	99.8	99.5	95.7
mz454b	locus_6272_6851	6272	6851	580	0	172.0	152.0	40	176	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.7	96.7
mz454b	locus_858336_858869	858336	858869	534	0	175.0	166.7	36	179	100.0	100.0	100.0	100.0	100.0	100.0	99.6	99.6	99.4
mz454b	locus_873851_874387	873851	874387	537	0	147.0	144.7	53	151	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.6
mz454b	locus_884017_884576	884017	884576	560	0	94.0	88.0	30	96	100.0	100.0	100.0	100.0	100.0	100.0	99.6	99.6	0.0
mz454b	locus_890076_890675	890076	890675	600	0	143.0	123.9	35	148	100.0	100.0	100.0	100.0	100.0	100.0	99.7	99.7	77.7
mz454b	locus_915022_915600	915022	915600	579	0	514.0	498.2	166	523	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz454b	locus_915797_916386	915797	916386	590	0	280.0	268.8	72	286	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.7
mz454b	locus_955414_955954	955414	955954	541	0	373.0	360.3	183	382	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz454b	locus_1009874_1010467	1009874	1010467	594	0	135.0	129.9	64	139	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	95.6
mz454b	locus_1019579_1020141	1019579	1020141	563	0	25.0	23.7	9	26	100.0	100.0	100.0	99.6	55.1	0.0	0.0	0.0	0.0
mz454b	locus_1034458_1035080	1034458	1035080	623	0	310.0	286.8	81	320	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.7
mz454b	locus_1040128_1040684	1040128	1040684	557	0	118.0	108.9	47	121	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.6	76.7
mz454b	locus_1042114_1042700	1042114	1042700	587	0	259.0	249.1	106	270	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz454b	locus_1049123_1049684	1049123	1049684	562	0	84.0	81.8	28	86	100.0	100.0	100.0	100.0	100.0	99.6	99.6	99.6	0.0
mz454b	locus_1050866_1051481	1050866	1051481	616	0	303.0	286.4	102	311	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz454b	locus_1054544_1055118	1054544	1055118	575	0	271.0	257.1	93	279	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.7
