sample	name	start	end	length	missing_sites	depth_median	depth_mean	depth_min	depth_max	cov_perc_1.0x	cov_perc_2.0x	cov_perc_8.0x	cov_perc_10.0x	cov_perc_25.0x	cov_perc_30.0x	cov_perc_40.0x	cov_perc_50.0x	cov_perc_100.0x
mz478	locus_779846_780415	779846	780415	570	0	153.0	148.5	61	162	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.8
mz478	locus_887018_887608	887018	887608	591	0	35.0	30.3	6	36	100.0	100.0	99.7	99.7	77.7	76.6	0.0	0.0	0.0
mz478	locus_415556_416118	415556	416118	563	0	72.0	67.2	22	74	100.0	100.0	100.0	100.0	99.6	99.6	98.8	94.7	0.0
mz478	locus_453934_454455	453934	454455	522	0	171.0	166.3	109	173	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz478	locus_460040_460587	460040	460587	548	0	447.0	420.1	135	458	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz478	locus_489164_489714	489164	489714	551	0	109.0	104.0	57	114	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	75.5
mz478	locus_500506_501029	500506	501029	524	0	97.0	91.1	26	102	100.0	100.0	100.0	100.0	100.0	99.6	98.5	95.0	30.9
mz478	locus_507770_508319	507770	508319	550	0	344.0	318.3	92	360	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.6
mz478	locus_513029_513562	513029	513562	534	0	668.0	654.5	427	679	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz478	locus_528510_529115	528510	529115	606	0	108.0	104.9	54	113	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	79.7
mz478	locus_547326_547881	547326	547881	556	0	774.0	760.6	302	790	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz478	locus_574423_574941	574423	574941	519	0	322.0	303.9	133	329	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz478	locus_582766_583314	582766	583314	549	0	148.0	141.6	71	152	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.5
mz478	locus_47737_48286	47737	48286	550	0	200.0	195.4	80	206	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.6
mz478	locus_619683_620217	619683	620217	535	0	693.0	680.7	318	713	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz478	locus_623085_623666	623085	623666	582	0	153.0	145.6	75	158	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.7
mz478	locus_656560_657095	656560	657095	536	0	84.0	79.7	28	86	100.0	100.0	100.0	100.0	100.0	99.6	99.6	99.6	0.0
mz478	locus_669846_670422	669846	670422	577	0	345.0	336.3	177	351	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz478	locus_670741_671255	670741	671255	515	0	52.0	51.0	22	55	100.0	100.0	100.0	100.0	99.6	99.6	97.7	79.8	0.0
mz478	locus_708212_708840	708212	708840	629	0	54.0	51.6	22	58	100.0	100.0	100.0	100.0	99.7	99.7	97.9	68.5	0.0
mz478	locus_60976_61551	60976	61551	576	0	100.0	99.0	35	108	100.0	100.0	100.0	100.0	100.0	100.0	99.7	99.7	52.6
mz478	locus_772599_773182	772599	773182	584	0	324.0	315.7	120	329	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz478	locus_6272_6851	6272	6851	580	0	51.0	47.3	17	54	100.0	100.0	100.0	100.0	99.7	99.0	78.8	61.2	0.0
mz478	locus_858336_858869	858336	858869	534	0	355.0	342.1	143	362	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz478	locus_873851_874387	873851	874387	537	0	677.0	667.3	309	687	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz478	locus_884017_884576	884017	884576	560	0	156.0	148.9	60	162	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.6
