sample	name	start	end	length	missing_sites	depth_median	depth_mean	depth_min	depth_max	cov_perc_1.0x	cov_perc_2.0x	cov_perc_8.0x	cov_perc_10.0x	cov_perc_25.0x	cov_perc_30.0x	cov_perc_40.0x	cov_perc_50.0x	cov_perc_100.0x
mz479	locus_779846_780415	779846	780415	570	0	30.0	28.7	6	32	100.0	100.0	99.6	99.6	85.4	58.4	0.0	0.0	0.0
mz479	locus_887018_887608	887018	887608	591	0	7.0	5.9	1	7	100.0	98.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mz479	locus_415556_416118	415556	416118	563	44	3.0	2.4	0	3	92.2	90.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mz479	locus_453934_454455	453934	454455	522	0	11.0	10.4	4	11	100.0	100.0	96.7	83.1	0.0	0.0	0.0	0.0	0.0
mz479	locus_460040_460587	460040	460587	548	104	1.0	0.8	0	1	81.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mz479	locus_489164_489714	489164	489714	551	0	21.0	19.9	7	23	100.0	100.0	99.8	99.3	0.0	0.0	0.0	0.0	0.0
mz479	locus_500506_501029	500506	501029	524	0	14.0	13.2	2	15	100.0	100.0	93.9	89.9	0.0	0.0	0.0	0.0	0.0
mz479	locus_507770_508319	507770	508319	550	0	105.0	93.4	23	108	100.0	100.0	100.0	100.0	99.6	97.5	85.6	85.6	75.5
mz479	locus_513029_513562	513029	513562	534	0	10.0	9.3	4	10	100.0	100.0	91.9	53.7	0.0	0.0	0.0	0.0	0.0
mz479	locus_528510_529115	528510	529115	606	0	33.0	32.3	14	35	100.0	100.0	100.0	100.0	97.2	83.3	0.0	0.0	0.0
mz479	locus_547326_547881	547326	547881	556	0	99.0	96.5	35	102	100.0	100.0	100.0	100.0	100.0	100.0	99.6	99.6	48.6
mz479	locus_574423_574941	574423	574941	519	0	70.0	64.6	20	72	100.0	100.0	100.0	100.0	99.8	99.0	87.7	85.0	0.0
mz479	locus_582766_583314	582766	583314	549	0	31.0	28.4	14	33	100.0	100.0	100.0	100.0	85.2	70.9	0.0	0.0	0.0
mz479	locus_47737_48286	47737	48286	550	0	21.0	20.6	9	22	100.0	100.0	100.0	99.8	0.0	0.0	0.0	0.0	0.0
mz479	locus_619683_620217	619683	620217	535	0	116.0	112.3	43	121	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.6	88.2
mz479	locus_623085_623666	623085	623666	582	0	15.0	13.2	5	15	100.0	100.0	92.1	84.4	0.0	0.0	0.0	0.0	0.0
mz479	locus_656560_657095	656560	657095	536	0	51.0	49.5	15	54	100.0	100.0	100.0	100.0	99.6	99.6	96.3	63.1	0.0
mz479	locus_669846_670422	669846	670422	577	0	52.0	50.2	30	53	100.0	100.0	100.0	100.0	100.0	100.0	96.7	75.4	0.0
mz479	locus_670741_671255	670741	671255	515	0	11.0	10.5	3	12	100.0	100.0	87.4	80.2	0.0	0.0	0.0	0.0	0.0
