sample	name	start	end	length	missing_sites	depth_median	depth_mean	depth_min	depth_max	cov_perc_1.0x	cov_perc_2.0x	cov_perc_8.0x	cov_perc_10.0x	cov_perc_25.0x	cov_perc_30.0x	cov_perc_40.0x	cov_perc_50.0x	cov_perc_100.0x
mz427	locus_779846_780415	779846	780415	570	0	108.0	103.2	37	114	100.0	100.0	100.0	100.0	100.0	100.0	99.6	98.6	80.7
mz427	locus_887018_887608	887018	887608	591	0	97.0	87.8	28	105	100.0	100.0	100.0	100.0	100.0	98.3	97.5	93.1	39.9
mz427	locus_415556_416118	415556	416118	563	0	44.0	40.6	6	46	100.0	100.0	99.8	99.6	91.3	90.9	71.4	0.0	0.0
mz427	locus_453934_454455	453934	454455	522	0	218.0	209.3	106	223	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz427	locus_460040_460587	460040	460587	548	0	221.0	206.2	51	230	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.6
mz427	locus_489164_489714	489164	489714	551	0	133.0	121.6	34	137	100.0	100.0	100.0	100.0	100.0	100.0	99.8	98.7	86.2
mz427	locus_500506_501029	500506	501029	524	0	155.0	148.2	62	159	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	95.0
mz427	locus_507770_508319	507770	508319	550	0	230.0	210.1	68	240	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	96.9
mz427	locus_513029_513562	513029	513562	534	0	64.0	62.2	36	65	100.0	100.0	100.0	100.0	100.0	100.0	99.6	97.9	0.0
mz427	locus_528510_529115	528510	529115	606	0	133.0	127.4	63	138	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	97.2
mz427	locus_547326_547881	547326	547881	556	0	201.0	197.6	67	210	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.6
mz427	locus_574423_574941	574423	574941	519	0	314.0	299.2	136	320	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz427	locus_582766_583314	582766	583314	549	0	130.0	123.4	59	134	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	86.9
mz427	locus_47737_48286	47737	48286	550	0	78.0	75.5	26	80	100.0	100.0	100.0	100.0	100.0	99.5	99.1	98.7	0.0
mz427	locus_619683_620217	619683	620217	535	0	126.0	122.9	61	131	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.1
mz427	locus_623085_623666	623085	623666	582	0	214.0	200.9	94	223	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.7
mz427	locus_656560_657095	656560	657095	536	0	158.0	150.0	52	163	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.7
mz427	locus_669846_670422	669846	670422	577	0	73.0	70.5	37	77	100.0	100.0	100.0	100.0	100.0	100.0	99.3	98.3	0.0
mz427	locus_670741_671255	670741	671255	515	0	69.0	66.0	18	70	100.0	100.0	100.0	100.0	99.6	99.6	99.6	95.0	0.0
mz427	locus_708212_708840	708212	708840	629	0	121.0	111.8	38	128	100.0	100.0	100.0	100.0	100.0	100.0	99.7	99.7	71.4
mz427	locus_60976_61551	60976	61551	576	0	32.0	30.5	8	34	100.0	100.0	100.0	99.7	92.5	67.7	0.0	0.0	0.0
mz427	locus_772599_773182	772599	773182	584	0	89.0	87.4	40	93	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.5	0.0
mz427	locus_6272_6851	6272	6851	580	0	131.0	119.9	53	137	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	79.5
mz427	locus_858336_858869	858336	858869	534	0	106.0	101.6	34	110	100.0	100.0	100.0	100.0	100.0	100.0	99.6	99.6	80.9
mz427	locus_873851_874387	873851	874387	537	0	72.0	69.7	23	76	100.0	100.0	100.0	100.0	99.6	99.6	99.6	99.3	0.0
mz427	locus_884017_884576	884017	884576	560	0	41.0	38.5	18	44	100.0	100.0	100.0	100.0	99.3	93.9	58.8	0.0	0.0
mz427	locus_890076_890675	890076	890675	600	0	184.0	163.6	47	189	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.7	82.5
mz427	locus_915022_915600	915022	915600	579	0	468.0	453.9	181	478	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz427	locus_915797_916386	915797	916386	590	0	203.0	195.3	61	210	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.7
mz427	locus_955414_955954	955414	955954	541	0	234.0	227.7	126	241	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz427	locus_1009874_1010467	1009874	1010467	594	0	125.0	119.8	45	128	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.5	93.6
mz427	locus_1019579_1020141	1019579	1020141	563	0	29.0	26.9	7	30	100.0	100.0	99.8	98.6	90.6	14.7	0.0	0.0	0.0
mz427	locus_1034458_1035080	1034458	1035080	623	0	173.0	160.7	43	178	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.7	99.2
mz427	locus_1040128_1040684	1040128	1040684	557	0	57.0	53.6	21	61	100.0	100.0	100.0	100.0	99.6	99.5	96.4	77.2	0.0
mz427	locus_1042114_1042700	1042114	1042700	587	0	121.0	117.6	44	129	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.7	90.8
mz427	locus_1049123_1049684	1049123	1049684	562	0	66.0	64.3	28	67	100.0	100.0	100.0	100.0	100.0	99.6	99.6	99.6	0.0
mz427	locus_1050866_1051481	1050866	1051481	616	0	205.0	194.6	64	212	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.9
mz427	locus_1054544_1055118	1054544	1055118	575	0	251.0	236.7	88	261	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.7
mz427	locus_1057344_1057902	1057344	1057902	559	0	624.0	595.9	176	640	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz427	locus_1072022_1072555	1072022	1072555	534	0	99.0	92.9	33	104	100.0	100.0	100.0	100.0	100.0	100.0	99.1	98.1	48.5
mz427	locus_1104604_1105171	1104604	1105171	568	0	250.0	234.5	48	256	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.6	99.6
mz427	locus_6906_7492	6906	7492	587	0	95.0	93.4	49	102	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.7	29.0
mz427	locus_1128360_1128924	1128360	1128924	565	0	179.0	166.3	46	184	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.6	98.2
mz427	locus_1130248_1130844	1130248	1130844	597	0	44.0	40.2	11	49	100.0	100.0	100.0	100.0	94.1	84.6	67.2	0.0	0.0
mz427	locus_101570_102137	101570	102137	568	0	151.0	135.7	28	157	100.0	100.0	100.0	100.0	100.0	99.6	99.6	97.9	83.1
mz427	locus_106712_107310	106712	107310	599	0	93.0	88.1	34	97	100.0	100.0	100.0	100.0	100.0	100.0	99.7	99.2	0.0
mz427	locus_19650_20166	19650	20166	517	0	292.0	286.5	161	301	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz427	locus_189605_190127	189605	190127	523	0	68.0	67.3	34	70	100.0	100.0	100.0	100.0	100.0	100.0	99.6	99.6	0.0
mz427	locus_214607_215181	214607	215181	575	0	40.0	39.5	17	42	100.0	100.0	100.0	100.0	99.3	96.9	60.9	0.0	0.0
mz427	locus_20302_20892	20302	20892	591	0	59.0	57.1	14	68	100.0	100.0	100.0	100.0	99.7	99.2	87.3	84.6	0.0
mz427	locus_244634_245243	244634	245243	610	0	120.0	106.6	28	130	100.0	100.0	100.0	100.0	100.0	99.7	98.7	97.2	72.8
mz427	locus_253222_253808	253222	253808	587	0	100.0	88.9	35	104	100.0	100.0	100.0	100.0	100.0	100.0	99.5	96.4	51.8
mz427	locus_254023_254581	254023	254581	559	0	79.0	79.0	37	86	100.0	100.0	100.0	100.0	100.0	100.0	99.8	99.5	0.0
mz427	locus_264813_265405	264813	265405	593	0	407.0	398.6	187	414	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz427	locus_311821_312450	311821	312450	630	0	118.0	106.1	24	137	100.0	100.0	100.0	100.0	99.7	98.9	82.4	82.4	78.4
mz427	locus_321507_322062	321507	322062	556	0	135.0	126.5	33	142	100.0	100.0	100.0	100.0	100.0	100.0	99.6	99.6	81.5
mz427	locus_27662_28204	27662	28204	543	0	85.0	82.5	29	88	100.0	100.0	100.0	100.0	100.0	99.8	99.6	99.4	0.0
mz427	locus_372296_372862	372296	372862	567	0	305.0	286.7	150	313	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz427	locus_234911_235381	234911	235381	471	0	239.0	234.8	157	244	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
