sample	name	start	end	length	missing_sites	depth_median	depth_mean	depth_min	depth_max	cov_perc_1.0x	cov_perc_2.0x	cov_perc_8.0x	cov_perc_10.0x	cov_perc_25.0x	cov_perc_30.0x	cov_perc_40.0x	cov_perc_50.0x	cov_perc_100.0x
mz477	locus_779846_780415	779846	780415	570	0	81.0	77.0	23	85	100.0	100.0	100.0	100.0	99.6	99.6	99.6	98.4	0.0
mz477	locus_887018_887608	887018	887608	591	0	71.0	63.2	13	78	100.0	100.0	100.0	100.0	98.0	92.6	78.2	77.7	0.0
mz477	locus_415556_416118	415556	416118	563	0	89.0	83.1	18	91	100.0	100.0	100.0	100.0	99.6	99.6	99.3	93.4	0.0
mz477	locus_453934_454455	453934	454455	522	0	191.0	187.5	101	200	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz477	locus_460040_460587	460040	460587	548	0	324.0	302.0	84	333	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.6
mz477	locus_489164_489714	489164	489714	551	0	149.0	134.6	37	156	100.0	100.0	100.0	100.0	100.0	100.0	99.8	98.4	86.4
mz477	locus_500506_501029	500506	501029	524	0	124.0	117.2	36	128	100.0	100.0	100.0	100.0	100.0	100.0	99.6	99.6	89.7
mz477	locus_507770_508319	507770	508319	550	0	193.5	177.1	55	207	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	85.6
mz477	locus_513029_513562	513029	513562	534	0	28.0	27.6	12	30	100.0	100.0	100.0	100.0	92.1	24.5	0.0	0.0	0.0
mz477	locus_528510_529115	528510	529115	606	0	111.0	105.8	50	116	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	73.8
mz477	locus_547326_547881	547326	547881	556	0	235.0	228.5	86	244	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.6
mz477	locus_574423_574941	574423	574941	519	0	149.0	141.4	46	157	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.8	89.6
mz477	locus_582766_583314	582766	583314	549	0	175.0	165.8	83	181	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.9
mz477	locus_47737_48286	47737	48286	550	0	90.0	87.9	29	92	100.0	100.0	100.0	100.0	100.0	99.8	99.6	99.5	0.0
mz477	locus_619683_620217	619683	620217	535	0	162.0	157.1	70	168	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.6
mz477	locus_623085_623666	623085	623666	582	0	188.0	175.4	69	198	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.7
mz477	locus_656560_657095	656560	657095	536	0	126.0	119.5	36	132	100.0	100.0	100.0	100.0	100.0	100.0	99.6	99.6	85.3
mz477	locus_669846_670422	669846	670422	577	0	107.0	104.8	59	113	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	83.2
mz477	locus_670741_671255	670741	671255	515	0	58.0	56.5	17	61	100.0	100.0	100.0	100.0	99.6	99.6	99.6	92.4	0.0
mz477	locus_708212_708840	708212	708840	629	0	208.0	195.1	77	219	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.7
mz477	locus_60976_61551	60976	61551	576	0	26.0	25.8	7	28	100.0	100.0	99.7	99.7	79.7	0.0	0.0	0.0	0.0
mz477	locus_772599_773182	772599	773182	584	0	74.0	72.4	26	77	100.0	100.0	100.0	100.0	100.0	99.5	99.1	97.9	0.0
mz477	locus_6272_6851	6272	6851	580	0	104.5	95.0	24	110	100.0	100.0	100.0	100.0	99.8	99.7	99.7	99.7	62.9
mz477	locus_858336_858869	858336	858869	534	0	112.0	108.2	38	117	100.0	100.0	100.0	100.0	100.0	100.0	99.6	99.6	83.9
mz477	locus_873851_874387	873851	874387	537	0	104.0	101.7	27	109	100.0	100.0	100.0	100.0	100.0	99.6	99.6	99.6	75.8
mz477	locus_884017_884576	884017	884576	560	0	23.0	21.8	9	24	100.0	100.0	100.0	99.6	0.0	0.0	0.0	0.0	0.0
mz477	locus_890076_890675	890076	890675	600	0	108.0	93.7	31	111	100.0	100.0	100.0	100.0	100.0	100.0	98.7	82.5	70.5
mz477	locus_915022_915600	915022	915600	579	0	355.0	345.2	116	361	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz477	locus_915797_916386	915797	916386	590	0	206.0	198.4	68	211	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.7
mz477	locus_955414_955954	955414	955954	541	0	204.0	199.0	102	217	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz477	locus_1009874_1010467	1009874	1010467	594	0	81.5	78.2	35	85	100.0	100.0	100.0	100.0	100.0	100.0	99.5	96.6	0.0
mz477	locus_1019579_1020141	1019579	1020141	563	0	34.0	32.5	11	37	100.0	100.0	100.0	100.0	90.9	86.1	0.0	0.0	0.0
mz477	locus_1034458_1035080	1034458	1035080	623	0	238.0	221.3	66	245	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.7
mz477	locus_1040128_1040684	1040128	1040684	557	0	75.0	70.7	33	79	100.0	100.0	100.0	100.0	100.0	100.0	99.5	96.8	0.0
mz477	locus_1042114_1042700	1042114	1042700	587	0	128.0	124.7	56	137	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	92.8
mz477	locus_1049123_1049684	1049123	1049684	562	0	45.0	44.0	11	51	100.0	100.0	100.0	100.0	99.6	98.9	81.1	16.7	0.0
mz477	locus_1050866_1051481	1050866	1051481	616	0	247.0	235.9	102	255	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz477	locus_1054544_1055118	1054544	1055118	575	0	204.0	194.6	76	213	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.7
mz477	locus_1057344_1057902	1057344	1057902	559	0	618.0	590.4	177	634	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz477	locus_1072022_1072555	1072022	1072555	534	0	111.0	105.2	34	116	100.0	100.0	100.0	100.0	100.0	100.0	99.8	99.4	78.5
mz477	locus_1104604_1105171	1104604	1105171	568	0	185.0	173.9	32	192	100.0	100.0	100.0	100.0	100.0	100.0	99.6	99.6	97.5
mz477	locus_6906_7492	6906	7492	587	0	114.0	112.0	38	122	100.0	100.0	100.0	100.0	100.0	100.0	99.7	99.7	94.7
mz477	locus_1128360_1128924	1128360	1128924	565	0	158.0	146.7	48	165	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.6	92.4
mz477	locus_1130248_1130844	1130248	1130844	597	0	76.0	69.6	17	82	100.0	100.0	100.0	100.0	99.7	99.0	95.0	84.6	0.0
mz477	locus_101570_102137	101570	102137	568	0	193.0	172.5	44	197	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.6	83.1
mz477	locus_106712_107310	106712	107310	599	0	79.0	75.7	22	83	100.0	100.0	100.0	100.0	99.7	99.7	99.2	98.3	0.0
mz477	locus_19650_20166	19650	20166	517	0	186.0	181.7	98	195	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.8
mz477	locus_189605_190127	189605	190127	523	0	63.0	62.5	32	66	100.0	100.0	100.0	100.0	100.0	100.0	99.6	99.6	0.0
mz477	locus_214607_215181	214607	215181	575	0	60.0	58.4	19	62	100.0	100.0	100.0	100.0	99.7	99.7	98.4	95.3	0.0
mz477	locus_20302_20892	20302	20892	591	0	54.0	51.0	10	62	100.0	100.0	100.0	100.0	99.0	94.8	84.6	72.1	0.0
mz477	locus_244634_245243	244634	245243	610	0	161.0	136.9	14	170	100.0	100.0	100.0	100.0	99.2	97.4	96.7	91.6	76.7
mz477	locus_253222_253808	253222	253808	587	0	107.0	96.8	34	114	100.0	100.0	100.0	100.0	100.0	100.0	99.5	99.1	66.3
mz477	locus_254023_254581	254023	254581	559	0	50.0	49.3	24	56	100.0	100.0	100.0	100.0	99.8	99.5	97.5	50.4	0.0
mz477	locus_264813_265405	264813	265405	593	0	434.0	426.1	187	442	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz477	locus_311821_312450	311821	312450	630	0	101.5	95.3	28	125	100.0	100.0	100.0	100.0	100.0	99.7	92.7	82.4	54.6
mz477	locus_321507_322062	321507	322062	556	0	153.0	143.2	47	159	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.6	95.5
mz477	locus_27662_28204	27662	28204	543	0	94.0	90.6	21	97	100.0	100.0	100.0	100.0	99.8	99.6	99.6	99.3	0.0
mz477	locus_372296_372862	372296	372862	567	0	288.0	273.7	157	295	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz477	locus_234911_235381	234911	235381	471	0	124.0	122.2	82	128	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.6
