sample	name	start	end	length	missing_sites	depth_median	depth_mean	depth_min	depth_max	cov_perc_1.0x	cov_perc_2.0x	cov_perc_8.0x	cov_perc_10.0x	cov_perc_25.0x	cov_perc_30.0x	cov_perc_40.0x	cov_perc_50.0x	cov_perc_100.0x
mz476a	locus_779846_780415	779846	780415	570	0	453.0	432.2	153	467	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476a	locus_887018_887608	887018	887608	591	0	327.0	282.7	74	335	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.7
mz476a	locus_415556_416118	415556	416118	563	0	416.0	391.0	102	425	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476a	locus_453934_454455	453934	454455	522	0	770.0	751.5	408	792	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476a	locus_460040_460587	460040	460587	548	0	989.0	925.5	254	1005	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476a	locus_489164_489714	489164	489714	551	0	525.0	495.9	238	539	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476a	locus_500506_501029	500506	501029	524	0	696.0	662.2	229	713	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476a	locus_507770_508319	507770	508319	550	0	661.0	609.2	200	680	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476a	locus_513029_513562	513029	513562	534	0	939.0	919.4	544	954	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476a	locus_528510_529115	528510	529115	606	0	744.0	717.8	355	763	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476a	locus_547326_547881	547326	547881	556	0	1031.0	1008.9	380	1052	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476a	locus_574423_574941	574423	574941	519	0	470.0	445.6	176	485	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
mz476a	locus_582766_583314	582766	583314	549	0	939.0	896.1	476	956	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
