sample	name	start	end	length	missing_sites	depth_median	depth_mean	depth_min	depth_max	cov_perc_1.0x	cov_perc_2.0x	cov_perc_8.0x	cov_perc_10.0x	cov_perc_25.0x	cov_perc_30.0x	cov_perc_40.0x	cov_perc_50.0x	cov_perc_100.0x
mz446a	locus_779846_780415	779846	780415	570	0	12.0	12.0	3	15	100.0	100.0	96.7	87.4	0.0	0.0	0.0	0.0	0.0
mz446a	locus_887018_887608	887018	887608	591	248	1.0	0.6	0	1	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mz446a	locus_415556_416118	415556	416118	563	100	2.0	1.6	0	2	82.2	79.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mz446a	locus_453934_454455	453934	454455	522	0	29.0	28.6	14	31	100.0	100.0	100.0	100.0	94.6	30.8	0.0	0.0	0.0
mz446a	locus_460040_460587	460040	460587	548	0	16.0	14.8	2	17	100.0	100.0	94.7	93.6	0.0	0.0	0.0	0.0	0.0
mz446a	locus_489164_489714	489164	489714	551	88	1.0	0.8	0	1	84.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mz446a	locus_500506_501029	500506	501029	524	524	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mz446a	locus_507770_508319	507770	508319	550	0	9.0	7.8	2	9	100.0	100.0	63.5	0.0	0.0	0.0	0.0	0.0	0.0
mz446a	locus_513029_513562	513029	513562	534	9	1.0	1.0	0	1	98.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mz446a	locus_528510_529115	528510	529115	606	0	5.0	4.8	1	6	100.0	99.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mz446a	locus_547326_547881	547326	547881	556	0	13.0	12.9	4	14	100.0	100.0	99.6	97.7	0.0	0.0	0.0	0.0	0.0
mz446a	locus_574423_574941	574423	574941	519	0	19.0	18.9	5	22	100.0	100.0	99.2	98.1	0.0	0.0	0.0	0.0	0.0
mz446a	locus_582766_583314	582766	583314	549	0	3.0	2.8	2	3	100.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mz446a	locus_47737_48286	47737	48286	550	1	6.0	6.3	0	7	99.8	99.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mz446a	locus_619683_620217	619683	620217	535	0	13.0	13.0	4	14	100.0	100.0	99.6	99.4	0.0	0.0	0.0	0.0	0.0
mz446a	locus_623085_623666	623085	623666	582	0	14.0	14.1	3	18	100.0	100.0	99.3	86.9	0.0	0.0	0.0	0.0	0.0
mz446a	locus_656560_657095	656560	657095	536	0	14.0	12.6	4	15	100.0	100.0	96.6	82.5	0.0	0.0	0.0	0.0	0.0
mz446a	locus_669846_670422	669846	670422	577	0	4.0	3.6	2	4	100.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mz446a	locus_670741_671255	670741	671255	515	102	1.0	0.8	0	1	80.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mz446a	locus_708212_708840	708212	708840	629	629	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mz446a	locus_60976_61551	60976	61551	576	7	3.0	2.3	0	3	98.8	78.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mz446a	locus_772599_773182	772599	773182	584	0	21.0	19.7	6	22	100.0	100.0	99.5	98.8	0.0	0.0	0.0	0.0	0.0
mz446a	locus_6272_6851	6272	6851	580	1	5.0	4.2	0	5	99.8	95.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mz446a	locus_858336_858869	858336	858869	534	1	3.0	2.6	0	3	99.8	88.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mz446a	locus_873851_874387	873851	874387	537	3	2.0	2.3	0	3	99.4	84.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mz446a	locus_884017_884576	884017	884576	560	0	3.0	2.7	1	3	100.0	96.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mz446a	locus_890076_890675	890076	890675	600	2	5.0	4.7	0	6	99.7	99.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mz446a	locus_915022_915600	915022	915600	579	0	78.0	75.9	21	81	100.0	100.0	100.0	100.0	99.7	99.7	99.7	99.7	0.0
mz446a	locus_915797_916386	915797	916386	590	0	22.0	20.7	5	24	100.0	100.0	99.7	99.7	0.0	0.0	0.0	0.0	0.0
mz446a	locus_955414_955954	955414	955954	541	0	8.0	7.5	1	9	100.0	99.6	67.3	0.0	0.0	0.0	0.0	0.0	0.0
mz446a	locus_1009874_1010467	1009874	1010467	594	0	18.0	17.1	5	20	100.0	100.0	99.7	98.7	0.0	0.0	0.0	0.0	0.0
mz446a	locus_1019579_1020141	1019579	1020141	563	28	2.0	1.6	0	2	95.0	67.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mz446a	locus_1034458_1035080	1034458	1035080	623	0	3.0	2.8	1	3	100.0	99.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mz446a	locus_1040128_1040684	1040128	1040684	557	0	7.0	6.2	3	7	100.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
