all_10.fasta	NC_021508_1_1
all_10.fasta	15169_6#52.Treponema.ds2500000-reads
all_10.fasta	15169_6#53.Treponema.ds2352679-reads
all_10.fasta	15169_6#54.Treponema.ds2500000-reads
all_10.fasta	15169_6#56.Treponema.ds2500000-reads
all_10.fasta	15169_6#60.Treponema.ds2500000-reads
all_10.fasta	15169_6#65.Treponema.ds2500000-reads
all_10.fasta	15169_7#74.Treponema.ds2500000-reads
all_10.fasta	19444_8#14.Treponema.ds2033782-reads
all_10.fasta	19444_8#15.Treponema.ds1410649-reads
all_10.fasta	19444_8#2.Treponema.ds2500000-reads
all_10.fasta	19444_8#6.Treponema.ds996438-reads
all_10.fasta	22931_6#11.Treponema.ds2500000-reads
all_10.fasta	22931_6#13.Treponema.ds2422288-reads
all_10.fasta	22931_6#4.Treponema.ds2207961-reads
all_10.fasta	22931_6#5.Treponema.ds2500000-reads
all_10.fasta	22931_6#6.Treponema.ds2500000-reads
all_10.fasta	22931_6#8.Treponema.ds1618428-reads
all_10.fasta	22931_6#9.Treponema.ds2500000-reads
all_10.fasta	24141_3#11.Treponema.ds2500000-reads
all_10.fasta	24141_3#16.Treponema.ds2500000-reads
all_10.fasta	24141_3#17.Treponema.ds2500000-reads
all_10.fasta	24141_4#11.Treponema.ds2500000-reads
all_10.fasta	24141_4#12.Treponema.ds2500000-reads
all_10.fasta	24141_4#15.Treponema.ds2500000-reads
all_10.fasta	24141_4#18.Treponema.ds2500000-reads
all_10.fasta	24141_4#19.Treponema.ds2500000-reads
all_10.fasta	24141_4#6.Treponema.ds2500000-reads
all_10.fasta	24141_5#11.Treponema.ds2500000-reads
all_10.fasta	24141_5#12.Treponema.ds2500000-reads
all_10.fasta	24141_5#15.Treponema.ds2500000-reads
all_10.fasta	24141_5#16.Treponema.ds2500000-reads
all_10.fasta	24141_5#17.Treponema.ds2500000-reads
all_10.fasta	24141_5#18.Treponema.ds2471082-reads
all_10.fasta	24141_5#20.Treponema.ds2500000-reads
all_10.fasta	24141_5#4.Treponema.ds2500000-reads
all_10.fasta	24141_5#5.Treponema.ds2500000-reads
all_10.fasta	24141_5#7.Treponema.ds2500000-reads
all_10.fasta	24141_6#11.Treponema.ds2500000-reads
all_10.fasta	24141_6#12.Treponema.ds2500000-reads
all_10.fasta	24141_6#14.Treponema.ds2500000-reads
all_10.fasta	24141_6#15.Treponema.ds2500000-reads
all_10.fasta	24141_6#17.Treponema.ds2500000-reads
all_10.fasta	24141_6#18.Treponema.ds2500000-reads
all_10.fasta	24141_6#19.Treponema.ds2500000-reads
all_10.fasta	24141_6#1.Treponema.ds2500000-reads
all_10.fasta	24141_6#20.Treponema.ds2500000-reads
all_10.fasta	24141_6#2.Treponema.ds2500000-reads
all_10.fasta	24141_6#3.Treponema.ds2500000-reads
all_10.fasta	24141_6#4.Treponema.ds2500000-reads
all_10.fasta	24141_6#5.Treponema.ds2500000-reads
all_10.fasta	24141_6#6.Treponema.ds2500000-reads
all_10.fasta	24141_6#7.Treponema.ds2500000-reads
all_10.fasta	24141_6#8.Treponema.ds2500000-reads
all_10.fasta	24141_6#9.Treponema.ds2411473-reads
all_10.fasta	24141_7#10.Treponema.ds2500000-reads
all_10.fasta	24141_7#12.Treponema.ds2500000-reads
all_10.fasta	24141_7#15.Treponema.ds2500000-reads
all_10.fasta	24141_7#16.Treponema.ds2500000-reads
all_10.fasta	24141_7#17.Treponema.ds2500000-reads
all_10.fasta	24141_7#18.Treponema.ds2500000-reads
all_10.fasta	24141_7#19.Treponema.ds2500000-reads
all_10.fasta	24141_7#2.Treponema.ds2500000-reads
all_10.fasta	24141_7#3.Treponema.ds2500000-reads
all_10.fasta	24141_7#4.Treponema.ds2500000-reads
all_10.fasta	24141_7#6.Treponema.ds2500000-reads
all_10.fasta	24141_7#7.Treponema.ds2500000-reads
all_10.fasta	24141_7#8.Treponema.ds2500000-reads
all_10.fasta	24141_8#10.Treponema.ds2500000-reads
all_10.fasta	24141_8#11.Treponema.ds2500000-reads
all_10.fasta	24141_8#12.Treponema.ds2500000-reads
all_10.fasta	24141_8#2.Treponema.ds2500000-reads
all_10.fasta	24141_8#3.Treponema.ds2500000-reads
all_10.fasta	24141_8#5.Treponema.ds2500000-reads
all_10.fasta	24141_8#6.Treponema.ds2500000-reads
all_10.fasta	24141_8#7.Treponema.ds2500000-reads
all_10.fasta	24141_8#8.Treponema.ds1965222-reads
all_10.fasta	24141_8#9.Treponema.ds2500000-reads
all_10.fasta	27455_1#11.Treponema.ds2500000-reads
all_10.fasta	27455_1#12.Treponema.ds2500000-reads
all_10.fasta	27455_1#13.Treponema.ds1547402-reads
all_10.fasta	27455_1#15.Treponema.ds1811142-reads
all_10.fasta	27455_1#16.Treponema.ds1926466-reads
all_10.fasta	27455_1#18.Treponema.ds2379833-reads
all_10.fasta	27455_1#1.Treponema.ds2500000-reads
all_10.fasta	27455_1#20.Treponema.ds2500000-reads
all_10.fasta	27455_1#21.Treponema.ds2500000-reads
all_10.fasta	27455_1#22.Treponema.ds2500000-reads
all_10.fasta	27455_1#23.Treponema.ds2500000-reads
all_10.fasta	27455_1#24.Treponema.ds2500000-reads
all_10.fasta	27455_1#25.Treponema.ds2500000-reads
all_10.fasta	27455_1#26.Treponema.ds2500000-reads
all_10.fasta	27455_1#27.Treponema.ds2500000-reads
all_10.fasta	27455_1#28.Treponema.ds2500000-reads
all_10.fasta	27455_1#29.Treponema.ds2500000-reads
all_10.fasta	27455_1#2.Treponema.ds2500000-reads
all_10.fasta	27455_1#30.Treponema.ds2500000-reads
all_10.fasta	27455_1#31.Treponema.ds2500000-reads
all_10.fasta	27455_1#33.Treponema.ds2500000-reads
all_10.fasta	27455_1#35.Treponema.ds1996686-reads
all_10.fasta	27455_1#3.Treponema.ds2500000-reads
all_10.fasta	27455_1#46.Treponema.ds2500000-reads
all_10.fasta	27455_1#4.Treponema.ds2500000-reads
all_10.fasta	27455_1#5.Treponema.ds2500000-reads
all_10.fasta	27455_1#7.Treponema.ds2500000-reads
all_10.fasta	27455_1#8.Treponema.ds2500000-reads
all_10.fasta	27455_1#9.Treponema.ds2500000-reads
all_10.fasta	27455_2#10.Treponema.ds2500000-reads
all_10.fasta	27455_2#12.Treponema.ds1988448-reads
all_10.fasta	27455_2#13.Treponema.ds1801457-reads
all_10.fasta	27455_2#14.Treponema.ds2500000-reads
all_10.fasta	27455_2#16.Treponema.ds2500000-reads
all_10.fasta	27455_2#17.Treponema.ds2500000-reads
all_10.fasta	27455_2#18.Treponema.ds2500000-reads
all_10.fasta	27455_2#19.Treponema.ds2500000-reads
all_10.fasta	27455_2#1.Treponema.ds2500000-reads
all_10.fasta	27455_2#20.Treponema.ds2500000-reads
all_10.fasta	27455_2#21.Treponema.ds2500000-reads
all_10.fasta	27455_2#23.Treponema.ds2500000-reads
all_10.fasta	27455_2#26.Treponema.ds2500000-reads
all_10.fasta	27455_2#28.Treponema.ds2500000-reads
all_10.fasta	27455_2#29.Treponema.ds2500000-reads
all_10.fasta	27455_2#30.Treponema.ds2500000-reads
all_10.fasta	27455_2#31.Treponema.ds2500000-reads
all_10.fasta	27455_2#34.Treponema.ds2500000-reads
